Abel Murrieta Gutiérrez ; 5727054d0a5c133480a53c24 ; diputados PRI
Jacqueline Nava Mouett ; 5727054e0a5c133480a53c26 ; diputados PAN
Fernando Navarrete Pérez ; 572705530a5c133480a53c28 ; diputados PRI
Javier Antonio Neblina Vega ; 572705550a5c133480a53c2b ; diputados PAN
Pedro Luis Noble Monterrubio ; 572705550a5c133480a53c2c ; diputados PRI
Cándido Ochoa Rojas ; 572705570a5c133480a53c2f ; diputados PVEM
Hernán de Jesús Orantes López ; 572705590a5c133480a53c33 ; diputados PRI
Nora Liliana Oropeza Olguín ; 5727055b0a5c133480a53c36 ; diputados PRI
Adriana del Pilar Ortiz Lanz ; 5727055d0a5c133480a53c3a ; diputados PRI
Susana Osorno Belmont ; 5727055e0a5c133480a53c3b ; diputados PRI
Karina Padilla Ávila ; 5727055f0a5c133480a53c3e ; diputados PAN
José Ignacio Pichardo Lechuga ; 572705640a5c133480a53c48 ; diputados PRI
María de la Paz Quiñones Cornejo ; 5727056c0a5c133480a53c51 ; diputados PRI
Álvaro Rafael Rubio ; 5727056d0a5c133480a53c54 ; diputados PRI
Jorge Carlos Ramírez Marín ; 5727056e0a5c133480a53c56 ; diputados PRI
Flor Estela Rentería Medina ; 572705740a5c133480a53c62 ; diputados PRI
Angélica Reyes Ávila ; 572705750a5c133480a53c64 ; diputados PANAL
Alejandra Noemí Reynoso Sánchez ; 5727057c0a5c133480a53c65 ; diputados PAN
Armando Alejandro Rivera Castillejos ; 5727057d0a5c133480a53c67 ; diputados PAN
Yulma Rocha Aguilar ; 5727057e0a5c133480a53c69 ; diputados PRI
Alfredo Javier Rodríguez  Dávila ; 5727057f0a5c133480a53c6b ; diputados PAN
María de los Ángeles Rodríguez Aguirre ; 572705800a5c133480a53c6c ; diputados PAN
Erika Araceli Rodríguez Hernández ; 572705810a5c133480a53c6e ; diputados PRI
María del Rosario Rodríguez Rubio ; 572705810a5c133480a53c6f ; diputados PAN
Luis Agustín Rodríguez Torres ; 572705820a5c133480a53c70 ; diputados PAN
Francisco Lauro Rojas San Román ; 572705840a5c133480a53c73 ; diputados PRI
María Guadalupe Cecilia Romero Castillo ; 572705840a5c133480a53c74 ; diputados PAN
Esdras Romero Vega ; 572705850a5c133480a53c76 ; diputados PRI
Juan Carlos Ruíz García ; 5727063cd1d9ecd3815bdfba ; diputados PAN
José Luis Sáenz Soto ; 5727063dd1d9ecd3815bdfbb ; diputados PRI
Gerardo Federico Salas Díaz ; 5727063dd1d9ecd3815bdfbc ; diputados PAN
José Antonio Salas Valencia ; 5727063ed1d9ecd3815bdfbd ; diputados PAN
Heidi Salazar Espinosa ; 5727063ed1d9ecd3815bdfbe ; diputados PRI
Emilio Enrique Salazar Farías ; 5727063fd1d9ecd3815bdfbf ; diputados PVEM
Patricia Sánchez Carrillo ; 57270643d1d9ecd3815bdfc5 ; diputados PAN
David Sánchez Isidoro ; 57270644d1d9ecd3815bdfc7 ; diputados PRI
María Soledad Sandoval Martínez ; 5727064cd1d9ecd3815bdfcd ; diputados PRI
Adriana Sarur Torre ; 57270651d1d9ecd3815bdfd5 ; diputados PVEM
Ingrid Krasopani Schemelensky Castro ; 57270652d1d9ecd3815bdfd7 ; diputados PAN
María Esther de Jesús Scherman Leaño ; 57270652d1d9ecd3815bdfd8 ; diputados PRI
Jesús Sesma Suárez ; 5727067dd1d9ecd3815bdfdc ; diputados PVEM
Francisco Ricardo Sheffield Padilla ; 5727067ed1d9ecd3815bdfdd ; diputados PAN
Víctor Manuel Silva Tejeda ; 5727067ed1d9ecd3815bdfde ; diputados PRI
María Monserrath Sobreyra Santos ; 5727067fd1d9ecd3815bdfdf ; diputados PRI
Edgar Spinoso Carrera ; 57270681d1d9ecd3815bdfe3 ; diputados PVEM
Miguel Ángel Sulub Caamal ; 57270681d1d9ecd3815bdfe4 ; diputados PRI
Santiago Taboada Cortina ; 57270682d1d9ecd3815bdfe5 ; diputados PAN
María Eloísa Talavera Hernández ; 57270683d1d9ecd3815bdfe7 ; diputados PAN
Ximena Tamariz García ; 57270683d1d9ecd3815bdfe8 ; diputados PAN
Martha Sofía Tamayo Morales ; 57270684d1d9ecd3815bdfe9 ; diputados PRI
Macedonio Salomón Tamez Guajardo ; 57270685d1d9ecd3815bdfea ; diputados MC
Yarith Tannos Cruz ; 57270685d1d9ecd3815bdfeb ; diputados PRI
Wendolin Toledo Aceves ; 57270687d1d9ecd3815bdfee ; diputados PVEM
Marbella Toledo Ibarra ; 5727068bd1d9ecd3815bdfef ; diputados MC
José Luis Toledo Medina ; 5727068bd1d9ecd3815bdff0 ; diputados PRI
Daniel Torres Cantú ; 5727068cd1d9ecd3815bdff2 ; diputados PRI
Francisco Alberto Torres Rivas ; 5727068dd1d9ecd3815bdff4 ; diputados PVEM
Melissa Torres Sandoval ; 5727068ed1d9ecd3815bdff5 ; diputados PES
Mariana Trejo Flores ; 5727068ed1d9ecd3815bdff6 ; diputados MORENA
Georgina Trujillo Zentella ; 57270690d1d9ecd3815bdff8 ; diputados PRI
Fernando Uriarte Zazueta ; 57270690d1d9ecd3815bdff9 ; diputados PRI
Jesús Salvador Valencia Guzmán ; 57270692d1d9ecd3815bdffc ; diputados PRD
Manuel Vallejo Barragán ; 57270694d1d9ecd3815bdfff ; diputados PRI
Luis Alfredo Valles Mendoza ; 57270694d1d9ecd3815be000 ; diputados PANAL
Elva Lidia Valles Olvera ; 57270698d1d9ecd3815be001 ; diputados PAN
Marisol Vargas Bárcena ; 57270699d1d9ecd3815be002 ; diputados PAN
Federico Eugenio Vargas Rodríguez ; 57270699d1d9ecd3815be003 ; diputados PRI
Luis Felipe Vázquez Guerrero ; 5727069ad1d9ecd3815be004 ; diputados PRI
Cirilo Vázquez Parissi ; 5727069ad1d9ecd3815be005 ; diputados PRI
Paulino Alberto Vázquez Villalobos ; 5727069bd1d9ecd3815be006 ; diputados PRI
Brenda Velázquez Valdez ; 5727069cd1d9ecd3815be008 ; diputados PAN
Liborio Vidal Aguilar ; 5727069dd1d9ecd3815be00a ; diputados PRI
Alma Carolina Viggiano Austria ; 5727069ed1d9ecd3815be00b ; diputados PRI
Concepción Villa González ; 5727069ed1d9ecd3815be00c ; diputados MORENA
Timoteo Villa Ramírez ; 5727069fd1d9ecd3815be00d ; diputados PRI
Edith Villa Trujillo ; 5727069fd1d9ecd3815be00e ; diputados PRI
Ramón Villagómez Guerrero ; 572706a0d1d9ecd3815be00f ; diputados PRI
Rafael Yerena Zambrano ; 572706a1d1d9ecd3815be012 ; diputados PRI
José de Jesús Zambrano Grijalva ; 572706a2d1d9ecd3815be013 ; diputados PRD
Ana Georgina Zapata Lucero ; 572706a6d1d9ecd3815be016 ; diputados PRI
Sylvia Leticia Martínez Elizondo ; 5727014ecd4f08e77d42d9d4 ; senadores pan
Isidro Pedraza Chávez ; 5727014ecd4f08e77d42d9db ; senadores prd
Fernando Enrique Mayans Canabal ; 5727014ecd4f08e77d42d9d7 ; senadores prd
